Time_s	f1_Hz	f3_Hz	f5_Hz	f7_Hz	f9_Hz	f11_Hz	f13_Hz	D1_ppm	D3_ppm	D5_ppm	D7_ppm	D9_ppm	D11_ppm	D13_ppm
238.0695	0.0241	-0.2480	-0.3647	-0.2500	-0.4156	-0.2576	-0.7341	-0.2483	-0.0617	-0.0164	-0.0174	-0.0381	-0.0744	0.0206
239.8320	0.0631	-0.2821	-0.2955	-0.1426	-0.1378	-0.3924	0.1855	-0.2271	-0.0524	-0.0164	-0.0690	-0.0063	-0.1032	0.2070
241.5638	0.0190	-0.2694	-0.2356	-0.1606	-0.2331	-0.5327	-1.0573	-0.1963	-0.0661	-0.0231	-0.0161	-0.0350	-0.1576	-0.0830
243.2501	-0.0589	-0.1424	-0.3876	-0.3662	-0.3675	-0.3705	-0.7895	-0.2278	-0.0292	-0.0017	-0.0305	-0.0131	-0.0375	0.2821
245.0014	0.0473	-0.1470	-0.2360	-0.3091	-0.2168	0.0073	0.0722	-0.2241	-0.0891	-0.0430	-0.0557	-0.0367	-0.0183	-0.2457
246.7173	-0.0186	-0.1931	-0.4620	-0.2544	-0.2470	-0.2438	0.1921	-0.2614	-0.0746	-0.0206	-0.0096	-0.0268	0.0766	-0.1830
248.5060	-0.0135	-0.3294	-0.3571	-0.2307	-0.3253	-0.0584	-0.0739	-0.2368	-0.0534	-0.0421	-0.0602	-0.0329	0.0206	0.1620
250.2029	-0.1327	-0.3140	-0.2259	-0.3293	-0.2896	-0.2663	-1.0404	-0.2739	-0.0517	0.0123	-0.0245	-0.0154	0.0277	-0.0908
251.9263	-0.0370	-0.2584	-0.2379	-0.2067	-0.3454	-0.1104	0.1012	-0.2105	-0.0418	-0.0473	-0.0113	-0.0231	-0.0804	-0.1228
253.6798	-0.0222	-0.2669	-0.1355	-0.1989	-0.2327	-0.3893	-0.2278	-0.2231	-0.0771	-0.0994	-0.0338	-0.0256	0.0639	-0.4755
255.3936	0.0428	-0.1926	-0.2699	-0.3057	-0.3623	-0.4152	-0.2500	-0.2780	-0.0040	-0.0625	-0.0472	0.0219	-0.0029	-0.3607
257.0756	0.0008	-0.2082	-0.3313	-0.3302	-0.1413	-0.4675	-0.8018	-0.2623	-0.0433	-0.0319	-0.0365	-0.0464	0.0229	-0.0689
258.7918	0.0157	-0.2322	-0.3571	-0.3319	-0.3942	-0.4761	-0.3869	-0.2199	-0.0222	-0.0361	-0.0538	0.0014	-0.0900	-0.1420
260.4796	0.0636	-0.2327	-0.3322	-0.2760	-0.2015	-0.1186	-0.0620	-0.3049	-0.0569	-0.0578	-0.0183	-0.0314	-0.1490	0.1092
262.0258	-0.0502	-0.2320	-0.4111	-0.2906	-0.2814	-0.3181	0.0552	-0.2614	-0.0661	-0.0545	-0.0232	-0.0153	-0.0392	0.1048
263.7678	0.0593	-0.2743	-0.2691	-0.3823	-0.2910	-0.2480	0.3792	-0.2006	-0.0553	-0.0284	-0.0002	0.0104	0.0183	-0.1637
