Time [s],Time [min],f1 [Hz],f3 [Hz],f5 [Hz],f7 [Hz],f9 [Hz],f11 [Hz],f13 [Hz],D3 [ppm],D5 [ppm],D7 [ppm],D9 [ppm],D11 [ppm],D13 [ppm]
1939.2568,32.32094667,-0.2687,-0.768,-1.0053,-1.5128,-1.651,-1.6105,-2.1581,-0.247,-0.3296,-0.4249,-0.5563,-0.563,-0.4965
1940.7685,32.34614167,0.2035,-0.7819,-1.165,-1.4374,-1.7529,-2.0302,-2.5131,-0.2426,-0.3119,-0.4612,-0.5513,-0.5177,-0.5575
1942.2696,32.37116,0.2508,-0.8312,-1.1703,-1.4124,-1.7996,-1.7019,-2.2217,-0.2416,-0.3623,-0.4529,-0.5507,-0.5848,-0.4469
1943.7091,32.39515167,-0.1869,-0.7989,-1.1535,-1.4491,-1.7781,-1.9669,-2.4017,-0.2616,-0.3621,-0.4327,-0.5699,-0.5099,-0.6879
1945.028,32.41713333,-0.209,-0.7097,-1.154,-1.4114,-1.8266,-1.8787,-1.9728,-0.2461,-0.3058,-0.4517,-0.5606,-0.5198,-0.7553
1946.352,32.4392,0.2777,-0.7646,-1.0971,-1.3783,-1.7135,-1.701,-2.3438,-0.2381,-0.333,-0.4543,-0.5514,-0.6771,-0.9012
1947.806,32.46343333,0.2187,-0.8264,-0.9482,-1.4655,-1.7552,-1.6354,-2.3904,-0.2157,-0.3058,-0.482,-0.5456,-0.5953,-0.5872
1949.3566,32.48927667,-0.1904,-0.7285,-1.0474,-1.4429,-1.7836,-2.0238,-2.5117,-0.2797,-0.3538,-0.472,-0.5107,-0.5819,-0.7745
1950.86,32.51433333,-0.0411,-0.7943,-0.9214,-1.3458,-1.7003,-1.67,-2.8959,-0.2371,-0.2755,-0.4686,-0.5182,-0.6291,-0.6158
1952.327,32.53878333,0.2707,-0.6913,-1.0448,-1.4035,-1.7641,-1.7574,-2.494,-0.2869,-0.3156,-0.4328,-0.5357,-0.6996,-0.7694
1953.8266,32.56377667,0.3388,-0.6727,-1.1252,-1.4189,-1.6994,-2.0407,-2.0963,-0.2648,-0.3189,-0.4313,-0.5218,-0.5962,-0.5559
1955.3337,32.588895,-0.1093,-0.722,-1.1388,-1.47,-1.6304,-1.5178,-1.5709,-0.2603,-0.3113,-0.46,-0.5321,-0.5912,-0.4136
1956.8398,32.61399667,0.3438,-0.6786,-1.0585,-1.4407,-1.6991,-1.6273,-2.2967,-0.31,-0.3685,-0.4235,-0.5235,-0.4274,-0.6458
1958.334,32.6389,0.2812,-0.8303,-1.0519,-1.4079,-1.7535,-1.8899,-2.1493,-0.2876,-0.3693,-0.4614,-0.544,-0.5751,-0.4952
1959.8421,32.664035,-0.1048,-0.7632,-1.013,-1.4182,-1.7303,-1.3874,-2.0375,-0.2468,-0.3189,-0.4353,-0.5525,-0.7194,-0.3821
1961.328,32.6888,-0.1299,-0.7708,-0.9681,-1.4577,-1.6693,-1.9592,-2.1274,-0.2401,-0.3168,-0.4522,-0.5452,-0.5723,-0.3911
1962.8498,32.71416333,0.3274,-0.7735,-1.0778,-1.3734,-1.6997,-1.7512,-1.9337,-0.2414,-0.2665,-0.4439,-0.558,-0.6791,-0.8432
1964.2415,32.73735833,0.2818,-0.6781,-0.9678,-1.5043,-1.773,-1.8689,-1.8095,-0.2968,-0.3404,-0.4595,-0.5859,-0.6252,-0.5599
1965.5744,32.75957333,-0.0899,-0.7383,-0.9605,-1.3549,-1.6298,-1.6337,-2.0814,-0.2938,-0.3611,-0.4598,-0.5175,-0.561,-0.5549
1966.8443,32.78073833,-0.036,-0.7045,-0.9971,-1.4756,-1.7429,-1.7769,-2.2382,-0.2402,-0.37,-0.485,-0.5152,-0.7239,-0.6509
1968.1813,32.80302167,0.4343,-0.5626,-1.0359,-1.3122,-1.7384,-1.7444,-2.4124,-0.2545,-0.3485,-0.4868,-0.531,-0.5801,-0.433
1969.6423,32.82737167,0.3298,-0.7013,-1.0083,-1.3916,-1.778,-1.7515,-2.1183,-0.2578,-0.3641,-0.4807,-0.5095,-0.64,-0.7468
1971.1228,32.85204667,-0.1261,-0.7451,-1.0225,-1.3464,-1.7616,-1.8501,-1.7098,-0.3191,-0.3708,-0.4536,-0.5286,-0.6198,-0.7951
1972.5728,32.87621333,0.3175,-0.6696,-0.8991,-1.4951,-1.7235,-1.9855,-2.4476,-0.2964,-0.3237,-0.4347,-0.5289,-0.6396,-0.6175
1974.074,32.90123333,0.2098,-0.797,-1.0732,-1.402,-1.7444,-1.9833,-2.2494,-0.2754,-0.3882,-0.4795,-0.5642,-0.5952,-0.8092
1975.5759,32.926265,-0.1356,-0.7354,-1.0024,-1.3602,-1.5991,-1.6271,-1.9239,-0.261,-0.3025,-0.4374,-0.5424,-0.5664,-0.4049
1977.026,32.95043333,-0.0233,-0.6545,-0.976,-1.3944,-1.7351,-1.8136,-2.7557,-0.2436,-0.3426,-0.4388,-0.561,-0.6789,-0.4443
1978.5062,32.97510333,0.3023,-0.7127,-1.0118,-1.3883,-1.6776,-1.7949,-2.1048,-0.2545,-0.3391,-0.4416,-0.5405,-0.5237,-0.5378
1980.0106,33.00017667,0.3659,-0.7235,-1.2161,-1.411,-1.7284,-2.0258,-1.9192,-0.294,-0.3246,-0.4611,-0.549,-0.6103,-0.5801
1981.5137,33.02522833,-0.0958,-0.8027,-1.0041,-1.3656,-1.7514,-1.9286,-2.7461,-0.3169,-0.3177,-0.46,-0.5834,-0.5678,-0.7617
1983.0398,33.05066333,0.259,-0.6839,-1.114,-1.3936,-1.6854,-1.6994,-2.8074,-0.2887,-0.3688,-0.4659,-0.5164,-0.6503,-0.5913
1984.5412,33.07568667,0.351,-0.6662,-1.022,-1.3733,-1.7089,-2.0119,-1.6384,-0.2337,-0.3443,-0.481,-0.5335,-0.5564,-0.7672
1986.0443,33.10073833,0.1816,-0.7949,-1.1569,-1.3218,-1.7455,-1.8474,-1.9578,-0.3188,-0.3385,-0.4695,-0.5526,-0.6297,-0.446
1987.5863,33.12643833,-0.0548,-0.7409,-1.1611,-1.3915,-1.6757,-1.7291,-2.0855,-0.3088,-0.3481,-0.4838,-0.5384,-0.5445,-0.5091
1989.1337,33.15222833,0.4297,-0.7056,-1.1322,-1.4072,-1.7455,-2.087,-1.2064,-0.2694,-0.3448,-0.445,-0.5551,-0.5016,-0.7014
1990.4904,33.17484,0.3006,-0.7771,-0.8556,-1.3605,-1.678,-1.7222,-2.6634,-0.2931,-0.3221,-0.4695,-0.5522,-0.5067,-0.8317
1991.9688,33.19948,-0.0072,-0.7389,-1.0098,-1.3795,-1.8206,-1.7238,-2.2063,-0.2923,-0.3355,-0.4724,-0.5533,-0.6283,-0.9355
1993.4097,33.223495,0.1212,-0.7524,-0.9109,-1.3969,-1.6329,-1.647,-1.6301,-0.2834,-0.294,-0.4982,-0.5184,-0.654,-0.7348
1994.8486,33.24747667,0.3598,-0.7739,-0.9527,-1.3725,-1.7024,-1.5442,-1.339,-0.2276,-0.3313,-0.4529,-0.5565,-0.6792,-0.5524
1996.3677,33.272795,0.3389,-0.7043,-0.986,-1.2784,-1.6231,-1.7503,-2.0008,-0.3076,-0.3683,-0.4769,-0.5239,-0.5614,-0.4246
1997.5652,33.29275333,0.0349,-0.6259,-1.0753,-1.3755,-1.6396,-1.5634,-1.8076,-0.2974,-0.3319,-0.485,-0.5389,-0.5747,-0.4856
1998.7744,33.31290667,0.1939,-0.6702,-0.9917,-1.3135,-1.6797,-1.9814,-2.0057,-0.2887,-0.385,-0.4891,-0.566,-0.6119,-0.8653
2000.272,33.33786667,0.457,-0.7104,-1.064,-1.4327,-1.7182,-1.8229,-1.9433,-0.2952,-0.3735,-0.4622,-0.5569,-0.6023,-0.6441
2001.8049,33.363415,0.4003,-0.7487,-0.9803,-1.3021,-1.6624,-1.9215,-1.4916,-0.2773,-0.3579,-0.4542,-0.5136,-0.616,-0.5778
2003.2618,33.38769667,-0.0082,-0.6558,-0.9916,-1.3488,-1.6409,-1.6976,-1.6337,-0.3087,-0.3294,-0.4829,-0.535,-0.5847,-0.6908
2004.6324,33.41054,0.3632,-0.6818,-0.9368,-1.38,-1.7007,-1.6471,-2.3628,-0.3314,-0.3802,-0.4596,-0.5437,-0.5544,-0.7637
2006.0759,33.43459833,0.5831,-0.605,-1.0144,-1.2968,-1.6246,-1.887,-2.3753,-0.2484,-0.3131,-0.4357,-0.5574,-0.5568,-0.8804
2007.5127,33.458545,0.0633,-0.6568,-1.0166,-1.2994,-1.6981,-1.7937,-1.5975,-0.3101,-0.3476,-0.5104,-0.5483,-0.6791,-0.7724
2009.0569,33.48428167,0.2008,-0.6739,-1.0593,-1.2343,-1.6924,-1.8003,-1.9116,-0.3065,-0.3391,-0.4906,-0.5859,-0.6542,-0.6586
2010.525,33.50875,0.3553,-0.5938,-0.9356,-1.4031,-1.6325,-1.9659,-1.7644,-0.3047,-0.3676,-0.4658,-0.546,-0.5685,-0.5076
2012.0486,33.53414333,0.233,-0.7663,-1.0048,-1.4175,-1.6217,-1.7111,-2.0555,-0.2774,-0.3596,-0.463,-0.5264,-0.5817,-0.557
2013.5634,33.55939,0.0234,-0.7584,-1.0367,-1.3124,-1.6333,-1.984,-2.5708,-0.2796,-0.3527,-0.4774,-0.5473,-0.5215,-0.5896
2015.0968,33.58494667,0.4241,-0.5943,-0.9288,-1.4512,-1.836,-1.5252,-2.2999,-0.2781,-0.326,-0.4769,-0.5363,-0.6129,-0.8371
2016.5088,33.60848,0.4265,-0.6106,-0.9936,-1.3755,-1.6305,-1.7394,-2.3123,-0.3376,-0.3632,-0.4959,-0.5194,-0.5846,-0.4748
2017.9631,33.63271833,0.1003,-0.5665,-0.9904,-1.3234,-1.7067,-1.6707,-2.3929,-0.2686,-0.3416,-0.4881,-0.5455,-0.6016,-0.8408
2019.434,33.65723333,-0.0832,-0.6889,-1.0308,-1.4257,-1.5944,-1.7686,-2.2739,-0.2914,-0.3808,-0.4602,-0.5498,-0.5968,-0.9107
2020.9916,33.68319333,0.4581,-0.6789,-1.005,-1.325,-1.6138,-1.5331,-2.1106,-0.2854,-0.3516,-0.4922,-0.5533,-0.7037,-0.803
2022.5144,33.70857333,0.3988,-0.5254,-0.8552,-1.3849,-1.6859,-1.4766,-1.8094,-0.2658,-0.3879,-0.4693,-0.5602,-0.5548,-0.7658
2024.013,33.73355,0.1233,-0.6747,-1.0189,-1.2906,-1.5588,-1.6644,-2.0959,-0.2619,-0.3008,-0.4736,-0.5524,-0.5909,-0.551
2025.5226,33.75871,0.3919,-0.646,-1.0814,-1.3999,-1.7121,-1.85,-2.759,-0.3437,-0.3652,-0.4668,-0.5439,-0.6925,-0.6068
2027.063,33.78438333,0.545,-0.6117,-1.0318,-1.3598,-1.6863,-1.5728,-1.821,-0.2663,-0.3274,-0.4498,-0.5628,-0.7319,-0.6919
2028.3701,33.80616833,0.4069,-0.6132,-1.0033,-1.4015,-1.5818,-1.5253,-1.973,-0.2986,-0.4077,-0.4608,-0.5294,-0.6446,-0.7206
2029.7367,33.828945,-0.0428,-0.7154,-0.9633,-1.3817,-1.6746,-1.8136,-1.8784,-0.2998,-0.3665,-0.4905,-0.5525,-0.6094,-0.7406
2031.2307,33.853845,0.5864,-0.6274,-1.0207,-1.3636,-1.6701,-1.7499,-1.8857,-0.325,-0.3555,-0.4834,-0.5411,-0.6029,-0.7348
2032.7225,33.87870833,0.42,-0.6938,-1.02,-1.3361,-1.6503,-1.639,-1.697,-0.2497,-0.3436,-0.4847,-0.5571,-0.7048,-0.6614
2034.2251,33.90375167,0.0151,-0.6371,-1.0773,-1.4025,-1.6072,-2.0163,-1.8001,-0.3235,-0.3143,-0.4706,-0.5393,-0.6039,-0.6026
2035.7443,33.92907167,0.1725,-0.7322,-0.9668,-1.4363,-1.6602,-1.7682,-2.0588,-0.2714,-0.3619,-0.4675,-0.5831,-0.6597,-0.4957
2037.228,33.9538,0.5724,-0.6978,-0.8786,-1.3715,-1.5932,-1.826,-1.93,-0.3208,-0.3519,-0.4548,-0.5439,-0.5701,-0.609
2038.6859,33.97809833,0.5982,-0.6917,-0.8949,-1.3156,-1.6896,-1.6103,-1.7803,-0.3375,-0.3507,-0.4879,-0.548,-0.5579,-0.5579
2039.9104,33.99850667,0.156,-0.7384,-0.8518,-1.3724,-1.567,-1.8833,-2.1275,-0.2728,-0.3839,-0.4442,-0.5426,-0.5639,-0.6811
2041.3325,34.02220833,0.4512,-0.6346,-1.01,-1.2766,-1.7036,-1.6065,-1.892,-0.298,-0.3485,-0.4599,-0.5655,-0.6887,-0.3491
2042.8281,34.047135,0.4982,-0.5344,-0.912,-1.3753,-1.6211,-1.6189,-1.9057,-0.3362,-0.3216,-0.4502,-0.5574,-0.5881,-0.7213
2044.2304,34.07050667,0.3862,-0.7973,-0.9451,-1.2738,-1.4832,-1.937,-2.3705,-0.3298,-0.3188,-0.4762,-0.5462,-0.4935,-0.4645
2045.7025,34.09504167,-0.1164,-0.7762,-0.8793,-1.2971,-1.5398,-1.8766,-2.0321,-0.2683,-0.3351,-0.4362,-0.5449,-0.6081,-0.5966
2047.228,34.12046667,0.6533,-0.5509,-0.9259,-1.3574,-1.6834,-1.3854,-1.3168,-0.3421,-0.3483,-0.5147,-0.5928,-0.5978,-0.7513
2048.6816,34.14469333,0.5651,-0.7068,-0.9183,-1.3587,-1.6624,-1.6669,-2.0462,-0.3066,-0.3415,-0.4844,-0.5387,-0.5696,-0.7149
2050.0747,34.16791167,0.1516,-0.6956,-0.8432,-1.3399,-1.6494,-1.6889,-1.7774,-0.3075,-0.3905,-0.4773,-0.5684,-0.7411,-0.6778
2051.5188,34.19198,0.1285,-0.5643,-0.8971,-1.29,-1.543,-1.7416,-1.9906,-0.2573,-0.4062,-0.4706,-0.5204,-0.6296,-0.6968
2052.9448,34.21574667,0.5078,-0.6032,-0.9852,-1.2366,-1.7234,-1.5582,-1.4434,-0.3486,-0.3479,-0.4421,-0.5443,-0.5716,-0.5652
2054.4532,34.24088667,0.6399,-0.5907,-0.9573,-1.2642,-1.5594,-1.516,-1.5521,-0.3478,-0.3669,-0.481,-0.5638,-0.6112,-0.8957
2055.894,34.2649,0.2327,-0.5628,-0.972,-1.2825,-1.5391,-1.5952,-2.1438,-0.3221,-0.3509,-0.4738,-0.5566,-0.5989,-0.4344
2057.3552,34.28925333,0.4533,-0.605,-0.9943,-1.3092,-1.5441,-1.6839,-2.3625,-0.3078,-0.3481,-0.4897,-0.5522,-0.5686,-0.946
2058.8128,34.31354667,0.6201,-0.6612,-0.9568,-1.3519,-1.6403,-1.7353,-1.7701,-0.3098,-0.3626,-0.4804,-0.5501,-0.6272,-0.5575
2060.324,34.33873333,0.2169,-0.6841,-0.8941,-1.3484,-1.5657,-1.733,-1.7239,-0.3264,-0.3744,-0.4506,-0.5593,-0.6058,-0.4243
2061.838,34.36396667,0.0944,-0.668,-0.8374,-1.3067,-1.6213,-1.6153,-1.856,-0.261,-0.3483,-0.4534,-0.5736,-0.5458,-0.843
2063.314,34.38856667,0.5516,-0.578,-0.9459,-1.279,-1.5886,-1.7555,-2.0949,-0.3216,-0.3785,-0.4689,-0.5756,-0.5668,-0.69
2064.812,34.41353333,0.5549,-0.6021,-0.9307,-1.3434,-1.6083,-1.5865,-2.0062,-0.3418,-0.321,-0.5178,-0.5468,-0.4958,-0.6314
2066.32,34.43866667,0.0262,-0.6195,-0.9687,-1.3089,-1.6806,-1.7376,-1.8963,-0.2682,-0.3781,-0.4331,-0.5961,-0.5161,-0.7352
2067.8496,34.46416,0.4144,-0.5967,-0.9313,-1.2605,-1.6425,-1.8305,-1.9691,-0.3401,-0.3593,-0.498,-0.5858,-0.6163,-0.519
2069.3279,34.48879833,0.564,-0.6447,-0.8271,-1.3611,-1.5567,-1.7099,-1.8881,-0.3301,-0.3509,-0.454,-0.5881,-0.6971,-0.5834
2070.866,34.51443333,0.3768,-0.714,-0.8572,-1.2484,-1.6125,-1.8323,-1.7698,-0.3328,-0.411,-0.4461,-0.5911,-0.604,-0.5433
2072.3321,34.53886833,0.2132,-0.5428,-0.8774,-1.3494,-1.6288,-1.7695,-2.5885,-0.3106,-0.4162,-0.46,-0.5649,-0.5757,-0.5088
2073.8738,34.56456333,0.6331,-0.5871,-1.1022,-1.2937,-1.6261,-1.5526,-1.9468,-0.3143,-0.3499,-0.4788,-0.568,-0.5163,-0.6965
2075.3962,34.58993667,0.6674,-0.7044,-0.8318,-1.3538,-1.5619,-1.6296,-1.8787,-0.3118,-0.3855,-0.442,-0.5555,-0.6104,-0.5602
2076.8836,34.61472667,0.1251,-0.5696,-1.0082,-1.3625,-1.6444,-1.6724,-2.1792,-0.2934,-0.3312,-0.4647,-0.5715,-0.7103,-0.4187
2078.4136,34.64022667,0.4862,-0.5887,-0.9762,-1.2782,-1.6125,-1.705,-1.4471,-0.32,-0.3277,-0.4739,-0.5274,-0.6587,-0.6055
2079.8008,34.66334667,0.6697,-0.477,-0.8385,-1.2439,-1.5647,-1.3443,-1.9357,-0.2986,-0.3813,-0.4814,-0.5451,-0.5461,-0.4594
2081.2587,34.687645,0.5754,-0.5324,-0.9891,-1.2745,-1.5825,-1.5361,-1.2756,-0.2949,-0.3831,-0.4865,-0.5719,-0.5247,-0.8556
2082.6499,34.71083167,0.2011,-0.4983,-0.9804,-1.2821,-1.6619,-1.9265,-1.5625,-0.3184,-0.3775,-0.5131,-0.5802,-0.4866,-0.9126
2084.15,34.73583333,0.6762,-0.5591,-0.9114,-1.2483,-1.6677,-1.5411,-2.0646,-0.3512,-0.3516,-0.4949,-0.5857,-0.5671,-0.5174
2085.6445,34.76074167,0.5952,-0.6474,-0.8297,-1.2588,-1.6035,-1.937,-2.4932,-0.3574,-0.3589,-0.5083,-0.5379,-0.6234,-0.2836
2087.1144,34.78524,0.2509,-0.6478,-1.0115,-1.241,-1.59,-1.7178,-1.7172,-0.2726,-0.3853,-0.4867,-0.5611,-0.578,-1.0503
2088.6284,34.81047333,0.1571,-0.5822,-0.9265,-1.2953,-1.5132,-1.8592,-1.9047,-0.2554,-0.399,-0.504,-0.5818,-0.7338,-0.4931
2090.1369,34.835615,0.586,-0.5255,-0.8584,-1.387,-1.6712,-1.7094,-1.5487,-0.3356,-0.4254,-0.4748,-0.5894,-0.7036,-0.5073
2091.6726,34.86121,0.6608,-0.5189,-0.9557,-1.2932,-1.5188,-1.6404,-2.0964,-0.3066,-0.3731,-0.4654,-0.587,-0.7365,-0.5393
2093.1758,34.88626333,0.1646,-0.7063,-0.8659,-1.2349,-1.5452,-1.781,-1.4135,-0.2955,-0.3215,-0.5114,-0.5609,-0.6217,-0.5221
2094.7007,34.91167833,0.6904,-0.6505,-0.8752,-1.2887,-1.5366,-1.7394,-1.8042,-0.3228,-0.3778,-0.4954,-0.5741,-0.6744,-0.7863
2096.2339,34.93723167,0.5531,-0.6123,-0.9324,-1.2307,-1.6243,-1.5491,-1.8129,-0.3231,-0.3978,-0.4515,-0.5454,-0.6032,-0.6213
2097.7566,34.96261,0.2798,-0.6048,-0.9624,-1.3326,-1.5958,-1.5203,-2.1126,-0.3499,-0.3527,-0.5084,-0.5897,-0.7371,-0.4319
2099.236,34.98726667,0.1194,-0.5816,-0.9153,-1.3024,-1.6322,-1.6558,-2.0539,-0.3212,-0.3603,-0.4711,-0.6067,-0.7341,-0.8021
2100.706,35.01176667,0.6997,-0.4864,-0.9184,-1.1883,-1.5646,-1.7207,-1.9357,-0.3416,-0.3219,-0.5027,-0.5717,-0.649,-0.5445
2102.24,35.03733333,0.6313,-0.5165,-0.9528,-1.2784,-1.5166,-1.9754,-1.7848,-0.3009,-0.3786,-0.4962,-0.5507,-0.6169,-0.492
2103.742,35.06236667,0.1496,-0.5106,-0.9382,-1.3495,-1.568,-1.5291,-2.2709,-0.2986,-0.4393,-0.5013,-0.6066,-0.6716,-0.7758
2105.2405,35.08734167,0.7138,-0.6027,-0.9043,-1.3137,-1.5363,-1.7153,-1.6718,-0.2886,-0.3467,-0.4757,-0.5908,-0.6057,-0.6373
2106.722,35.11203333,0.6361,-0.6386,-0.9205,-1.2877,-1.5606,-1.7135,-1.8361,-0.2533,-0.4122,-0.4654,-0.5643,-0.5937,-0.7215
2108.1683,35.13613833,0.1955,-0.3435,-0.9594,-1.1923,-1.5307,-1.9165,-1.9026,-0.318,-0.3727,-0.4635,-0.5751,-0.6016,-0.7036
2109.6738,35.16123,0.2507,-0.6852,-0.9478,-1.1944,-1.5878,-1.614,-2.1462,-0.3262,-0.3749,-0.5095,-0.6123,-0.6283,-0.6293
2111.0646,35.18441,0.6774,-0.4733,-0.8824,-1.2624,-1.5188,-1.5916,-1.7755,-0.372,-0.3621,-0.4869,-0.5628,-0.6162,-0.598
2112.4365,35.207275,0.709,-0.583,-0.838,-1.3232,-1.5333,-1.8652,-1.8117,-0.3791,-0.3723,-0.4523,-0.5559,-0.6516,-0.5938
2113.9086,35.23181,0.3672,-0.4611,-0.8842,-1.2111,-1.5367,-1.3814,-1.5789,-0.2887,-0.383,-0.497,-0.5436,-0.6969,-0.6741
2115.3583,35.25597167,0.4477,-0.5236,-0.9178,-1.258,-1.5515,-1.7227,-2.2567,-0.3388,-0.3622,-0.5019,-0.5836,-0.6338,-0.6708
2116.8157,35.28026167,0.6613,-0.4557,-0.9652,-1.3091,-1.5449,-1.4218,-1.8721,-0.3446,-0.35,-0.4801,-0.5744,-0.5538,-0.7909
2118.3364,35.30560667,0.6211,-0.4602,-1.0154,-1.2175,-1.5516,-1.5053,-1.8392,-0.2685,-0.4245,-0.464,-0.5796,-0.6441,-0.6924
2119.6951,35.32825167,0.2551,-0.53,-0.9312,-1.2367,-1.5756,-1.7776,-2.1874,-0.3245,-0.3867,-0.5007,-0.5626,-0.6705,-0.6563
2121.116,35.35193333,0.7044,-0.5776,-0.9935,-1.3532,-1.5049,-1.4876,-2.0554,-0.3169,-0.3658,-0.4542,-0.5735,-0.6526,-0.3234
2122.5804,35.37634,0.683,-0.5081,-0.847,-1.2567,-1.5619,-1.5315,-1.7735,-0.316,-0.3613,-0.5119,-0.5918,-0.5879,-0.6241
2124.0115,35.40019167,0.2815,-0.4439,-0.8971,-1.3409,-1.6099,-1.76,-1.8302,-0.3653,-0.3569,-0.5021,-0.5655,-0.5464,-0.5947
2125.4496,35.42416,0.2535,-0.5419,-0.6598,-1.312,-1.5148,-1.5097,-1.928,-0.2727,-0.3893,-0.5211,-0.5214,-0.5978,-0.6807
2126.936,35.44893333,0.6976,-0.6254,-0.9966,-1.2956,-1.5891,-1.8697,-1.9355,-0.3418,-0.3812,-0.4997,-0.5717,-0.6276,-0.5785
2128.382,35.47303333,0.6073,-0.5766,-0.9249,-1.3141,-1.6601,-1.6053,-2.0535,-0.3482,-0.3985,-0.5233,-0.5962,-0.6578,-0.6711
2129.8866,35.49811,0.1698,-0.5638,-0.9225,-1.2739,-1.526,-1.7624,-2.2262,-0.3099,-0.396,-0.4576,-0.5704,-0.6304,-0.8407
2131.4186,35.52364333,0.5919,-0.5065,-0.7719,-1.2971,-1.6835,-1.6058,-2.3208,-0.3464,-0.4264,-0.4889,-0.5736,-0.5565,-0.57
2132.8535,35.54755833,0.7489,-0.561,-0.9325,-1.2275,-1.543,-1.6852,-2.2592,-0.3267,-0.3592,-0.5055,-0.5401,-0.6658,-0.7733
2134.2319,35.57053167,0.6895,-0.6034,-0.8315,-1.2601,-1.496,-1.645,-2.0642,-0.3601,-0.3261,-0.5015,-0.569,-0.6973,-0.8381
2135.6332,35.59388667,0.2873,-0.5677,-0.8859,-1.3761,-1.5428,-1.6232,-2.0999,-0.3163,-0.3685,-0.5013,-0.5734,-0.595,-0.5993
2137.0533,35.617555,0.7963,-0.534,-0.9329,-1.2704,-1.4759,-1.3574,-1.8665,-0.3555,-0.4036,-0.5202,-0.5855,-0.5987,-0.8435
2138.4384,35.64064,0.7459,-0.6326,-0.9386,-1.2578,-1.5852,-1.9282,-1.8046,-0.3774,-0.4069,-0.4477,-0.554,-0.6199,-0.7401
2139.9403,35.66567167,0.3539,-0.6102,-0.8837,-1.2393,-1.5398,-1.5928,-1.4169,-0.3252,-0.3723,-0.497,-0.58,-0.6576,-0.6745
2141.4458,35.69076333,0.4394,-0.7075,-0.8881,-1.2649,-1.4833,-1.5276,-1.8687,-0.3377,-0.3894,-0.4479,-0.5842,-0.5072,-0.7033
2142.9502,35.71583667,0.7645,-0.6547,-0.8304,-1.3781,-1.5809,-1.7431,-2.5966,-0.3288,-0.4324,-0.4961,-0.5703,-0.432,-0.6777
2144.2918,35.73819667,0.8304,-0.5817,-0.8734,-1.2956,-1.5108,-1.677,-2.1616,-0.358,-0.2962,-0.4822,-0.5638,-0.5756,-0.7971
2145.7544,35.76257333,0.3656,-0.604,-1.0066,-1.2783,-1.4946,-1.6494,-1.5891,-0.2774,-0.3576,-0.5077,-0.5487,-0.56,-0.6226
2147.2204,35.78700667,0.5012,-0.5249,-0.8737,-1.281,-1.4994,-1.3759,-2.1066,-0.3578,-0.3996,-0.5025,-0.5633,-0.613,-0.5362
2148.64,35.81066667,0.6837,-0.6836,-0.9079,-1.2265,-1.5081,-1.5514,-1.6929,-0.3041,-0.3934,-0.4844,-0.5712,-0.58,-0.6038
2150.0855,35.83475833,0.7026,-0.5217,-0.9156,-1.2821,-1.5765,-1.5368,-1.8808,-0.2993,-0.3998,-0.5136,-0.5638,-0.6558,-0.7122
2151.5726,35.85954333,0.4008,-0.4547,-0.9557,-1.309,-1.6084,-1.5706,-1.53,-0.3736,-0.3459,-0.5455,-0.5931,-0.5572,-0.8221
2153.0916,35.88486,0.778,-0.5438,-0.8868,-1.2353,-1.5982,-1.8065,-2.67,-0.3444,-0.3939,-0.4795,-0.575,-0.5997,-0.6173
2154.4348,35.90724667,0.8022,-0.577,-0.8627,-1.2139,-1.5575,-1.9623,-1.7291,-0.3356,-0.3822,-0.5029,-0.5507,-0.5796,-0.6221
2155.7846,35.92974333,0.3607,-0.4361,-0.9561,-1.2493,-1.5382,-1.7186,-1.5146,-0.3327,-0.3779,-0.5089,-0.5955,-0.6181,-0.6871
2157.258,35.9543,0.212,-0.4969,-0.8974,-1.2846,-1.6067,-1.5672,-1.966,-0.2989,-0.3857,-0.5158,-0.6049,-0.6674,-0.5177
2158.7628,35.97938,0.813,-0.6039,-0.9735,-1.347,-1.5447,-1.6748,-2.1828,-0.3908,-0.395,-0.4831,-0.581,-0.6871,-0.7239
2160.2674,36.00445667,0.7279,-0.5902,-0.9919,-1.1799,-1.6064,-2.1078,-1.2335,-0.2833,-0.3268,-0.4777,-0.5817,-0.6233,-0.581
2161.7496,36.02916,0.2939,-0.6943,-0.8846,-1.2463,-1.5155,-1.2782,-1.7636,-0.3532,-0.4045,-0.4646,-0.5694,-0.6199,-0.3969
2163.2557,36.05426167,0.5743,-0.4741,-0.875,-1.2346,-1.5471,-1.7527,-2.0153,-0.2965,-0.3601,-0.4743,-0.5672,-0.5984,-0.7944
2164.7798,36.07966333,0.7135,-0.4947,-0.8217,-1.1937,-1.5699,-1.6543,-1.9023,-0.3092,-0.3776,-0.4881,-0.5711,-0.5873,-0.5666
2166.2987,36.10497833,0.6088,-0.5189,-0.9745,-1.2474,-1.4762,-1.6652,-1.6982,-0.3478,-0.4009,-0.4913,-0.5595,-0.6003,-0.6712
2167.816,36.13026667,0.2872,-0.5294,-0.788,-1.2453,-1.5516,-1.7274,-1.8793,-0.3176,-0.3936,-0.4417,-0.6035,-0.5686,-0.8428
2169.3282,36.15547,0.7586,-0.5733,-0.8498,-1.3679,-1.5931,-1.5325,-2.0135,-0.3167,-0.363,-0.4904,-0.5844,-0.5801,-0.5695
